,0,1,2
26265,642,342,50.0
26266,1380,308,166.0
26267,893,3175,200.0
26268,1050,538,14.0
26269,306,2174,369.0
26270,596,291,1066.0
26271,706,688,5.0
26272,527,353,430.0
26273,1486,1964,392.0
26274,376,844,783.0
26275,585,127,402.0
26276,891,1152,256.0
26277,1282,104,505.0
26278,90,387,267.0
26279,1098,50,1083.0
26280,328,2872,309.0
26281,1661,2599,216.0
26282,14,391,261.0
26283,1891,2900,219.0
26284,332,1276,3.0
26285,185,111,1676.0
26286,222,605,129.0
26287,1523,275,154.0
26288,574,153,379.0
26289,886,2989,39.0
26290,253,137,74.0
26291,649,931,122.0
26292,837,394,1119.0
26293,1331,1993,217.0
26294,1094,3935,156.0
26295,1818,625,147.0
26296,57,314,600.0
26297,580,2382,523.0
26298,1855,924,303.0
26299,573,1759,353.0
26300,1018,1663,235.0
26301,550,304,317.0
26302,1580,3700,405.0
26303,167,2304,755.0
26304,1891,1303,290.0
26305,1185,258,448.0
26306,504,68,144.0
26307,236,337,465.0
26308,480,326,1242.0
26309,1067,1683,235.0
26310,1071,39,1699.0
26311,1505,174,1070.0
26312,339,3173,15.0
26313,279,349,1274.0
26314,1001,2168,2300.0
26315,526,3046,537.0
26316,189,891,210.0
26317,1520,490,5.0
26318,1435,2153,4.0
26319,1107,82,449.0
26320,1593,403,239.0
26321,1544,931,149.0
26322,253,2831,41.0
26323,1207,114,1491.0
26324,487,10,205.0
26325,540,3718,57.0
26326,1286,183,447.0
26327,1488,829,294.0
26328,601,2739,330.0
26329,528,544,83.0
26330,816,3175,59.0
26331,1106,2526,325.0
26332,1815,646,230.0
26333,1862,778,1018.0
26334,158,1954,1365.0
26335,1830,46,200.0
26336,1014,1854,59.0
26337,1676,3159,129.0
26338,81,94,117.0
26339,529,874,64.0
26340,19,495,183.0
26341,210,946,1173.0
26342,118,550,24.0
26343,1501,737,168.0
26344,1863,1266,267.0
26345,60,40,125.0
26346,623,1315,672.0
26347,767,1148,95.0
26348,866,181,366.0
26349,1308,496,140.0
26350,265,2902,69.0
26351,142,2069,1346.0
26352,1151,39,127.0
26353,215,394,14.0
26354,1225,3155,164.0
26355,66,1282,578.0
26356,891,1484,407.0
26357,412,263,413.0
26358,1751,799,566.0
26359,1204,670,9.0
26360,794,640,596.0
26361,983,3052,302.0
26362,1238,3712,375.0
26363,1857,191,286.0
26364,1515,1383,232.0
26365,1211,2184,107.0
26366,401,646,3131.0
26367,120,314,109.0
26368,1544,2674,449.0
26369,153,2171,183.0
26370,724,2649,6123.0
26371,1181,584,561.0
26372,861,625,549.0
26373,1660,2432,6.0
26374,76,1451,54.0
26375,1200,477,203.0
26376,1634,544,217.0
26377,1244,300,223.0
26378,190,1337,89.0
26379,905,513,982.0
26380,1611,1376,150.0
26381,456,285,133.0
26382,906,181,687.0
26383,1656,256,1188.0
26384,643,499,319.0
26385,612,2067,1488.0
26386,1011,649,124.0
26387,350,1177,89.0
26388,1404,1829,204.0
26389,276,613,251.0
26390,331,584,60.0
26391,483,3604,177.0
26392,1721,2286,146.0
26393,810,181,292.0
26394,1617,349,1078.0
26395,1061,310,1674.0
26396,725,2788,56.0
26397,535,650,218.0
26398,1128,543,2495.0
26399,1654,126,1053.0
26400,740,147,251.0
26401,238,2762,504.0
26402,158,2224,1482.0
26403,683,503,59.0
26404,1870,1585,108.0
26405,1711,2649,751.0
26406,1293,1935,112.0
26407,1680,1701,1.0
26408,564,2460,456.0
26409,1017,1570,7156.0
26410,1469,837,411.0
26411,779,3597,136.0
26412,1615,639,172.0
26413,4,115,283.0
26414,1842,432,1336.0
26415,647,2705,273.0
26416,373,967,243.0
26417,1665,1535,139.0
26418,774,605,96.0
26419,1081,971,395.0
26420,613,2201,268.0
26421,1721,1631,281.0
26422,728,4056,298.0
26423,1281,3154,615.0
26424,700,3963,221.0
26425,1077,625,45.0
26426,468,1253,1.0
26427,96,90,279.0
26428,970,410,167.0
26429,1261,1943,371.0
26430,1607,1807,37.0
26431,497,3132,97.0
26432,668,3386,314.0
26433,599,726,1463.0
26434,1771,2168,185.0
26435,892,971,164.0
26436,1058,339,301.0
26437,774,1780,205.0
26438,1206,1219,1191.0
26439,1331,1772,743.0
26440,1847,1752,106.0
26441,349,696,777.0
26442,72,403,373.0
26443,1450,1966,246.0
26444,849,523,269.0
26445,40,336,136.0
26446,954,754,193.0
26447,1130,111,463.0
26448,1194,3490,341.0
26449,366,109,50.0
26450,171,791,42.0
26451,892,342,250.0
26452,119,1909,1096.0
26453,927,675,453.0
26454,159,546,79.0
26455,85,550,4.0
26456,1176,2854,81.0
26457,791,4146,1053.0
26458,734,2007,1954.0
26459,1821,996,95.0
26460,457,2158,184.0
26461,1885,911,218.0
26462,729,132,577.0
26463,1469,2522,447.0
26464,950,1997,3.0
26465,17,439,409.0
26466,1852,493,274.0
26467,1041,3380,1220.0
26468,1578,832,989.0
26469,789,1282,482.0
26470,162,431,77.0
26471,1822,490,570.0
26472,1836,1566,242.0
26473,1673,1924,134.0
26474,492,445,28.0
26475,1346,3330,179.0
26476,1665,299,247.0
26477,1603,119,609.0
26478,920,2964,2.0
26479,1534,343,85.0
26480,1850,65,966.0
26481,1211,1732,236.0
26482,218,2645,142.0
26483,1311,3394,525.0
26484,1518,788,630.0
26485,12,333,3.0
26486,1017,513,15903.0
26487,512,2132,102.0
26488,1578,3363,2228.0
26489,1861,1462,214.0
26490,1668,1482,621.0
26491,586,1523,288.0
26492,475,2918,288.0
26493,477,3243,2.0
26494,1056,141,121.0
26495,486,490,191.0
26496,1333,4119,314.0
26497,350,542,96.0
26498,326,1868,258.0
26499,610,1405,226.0
26500,973,1970,39.0
26501,1340,2107,3740.0
26502,720,310,16.0
26503,335,510,2755.0
26504,893,1383,44.0
26505,1644,1523,175.0
26506,290,2618,75.0
26507,839,339,197.0
26508,115,1886,147.0
26509,1414,119,694.0
26510,1316,338,1922.0
26511,1569,915,1237.0
26512,629,745,89.0
26513,1126,650,869.0
26514,1520,283,203.0
26515,1375,213,218.0
26516,770,1193,103.0
26517,986,1977,83.0
26518,268,959,79.0
26519,1256,1513,103.0
26520,1285,476,199.0
26521,404,310,1890.0
26522,402,737,615.0
26523,963,1334,786.0
26524,1426,117,413.0
26525,193,2491,349.0
26526,1793,161,37.0
26527,133,828,452.0
26528,540,2559,63.0
26529,1073,1232,687.0
26530,1397,2969,225.0
26531,857,594,85.0
26532,194,1437,843.0
26533,1725,1629,2864.0
26534,671,383,175.0
26535,779,324,458.0
26536,1154,3398,79.0
26537,1741,857,975.0
26538,1164,4223,1295.0
26539,1244,2591,380.0
26540,1847,1015,187.0
26541,1798,3293,573.0
26542,1473,4300,302.0
26543,1582,1068,391.0
26544,40,908,174.0
26545,45,829,315.0
26546,589,611,222.0
26547,298,331,2121.0
26548,1165,541,12.0
26549,759,2022,314.0
26550,860,3119,214.0
26551,571,1545,951.0
26552,1719,3816,133.0
26553,91,181,22.0
26554,1843,3780,752.0
26555,1687,929,400.0
26556,262,88,950.0
26557,704,546,287.0
26558,957,1237,468.0
26559,1536,4444,299.0
26560,337,110,137.0
26561,865,181,498.0
26562,1406,4168,718.0
26563,1609,258,1321.0
26564,445,3529,147.0
26565,1228,3120,145.0
26566,458,3334,1044.0
26567,974,4185,103.0
26568,799,637,160.0
26569,120,1920,110.0
26570,1255,1095,59.0
26571,1707,1750,28.0
26572,1889,907,422.0
26573,1058,315,518.0
26574,758,182,7.0
26575,656,275,15.0
26576,1701,545,789.0
26577,1134,2502,83.0
26578,1043,393,179.0
26579,1590,827,241.0
26580,1500,418,185.0
26581,188,785,699.0
26582,1071,1639,391.0
26583,1272,1287,817.0
26584,1243,549,200.0
26585,977,3537,478.0
26586,1851,325,1417.0
26587,963,258,834.0
26588,879,88,354.0
26589,1247,505,1066.0
26590,83,1089,230.0
26591,1127,368,368.0
26592,1844,1066,41.0
26593,940,1119,495.0
26594,201,1813,46.0
26595,1160,3427,136.0
26596,327,3132,44.0
26597,1873,1538,1426.0
26598,89,1627,5.0
26599,343,257,751.0
26600,76,282,21.0
26601,463,1648,331.0
26602,1484,4323,3193.0
26603,1618,1472,609.0
26604,387,345,137.0
26605,1755,32,243.0
26606,1000,3658,571.0
26607,799,1196,185.0
26608,65,168,137.0
26609,319,3104,435.0
26610,1282,1589,287.0
26611,1772,1068,232.0
26612,51,290,408.0
26613,888,1394,158.0
26614,1680,1541,1.0
26615,915,206,226.0
26616,160,769,1037.0
26617,1273,4447,504.0
26618,1765,298,60.0
26619,718,3073,169.0
26620,1415,249,271.0
26621,1755,1337,66.0
26622,1706,1762,220.0
26623,527,363,416.0
26624,1527,2702,284.0
26625,961,990,84.0
26626,1379,1105,40.0
26627,1269,1186,74.0
26628,317,2889,503.0
26629,1150,1930,69.0
26630,1818,2661,46.0
26631,1550,2697,211.0
26632,181,2390,455.0
26633,1460,549,103.0
26634,1562,58,412.0
26635,438,971,259.0
26636,536,1848,45.0
26637,1001,1794,791.0
26638,1705,3103,470.0
26639,536,3711,302.0
26640,292,1394,2449.0
26641,289,1666,1080.0
26642,1569,913,441.0
26643,771,254,276.0
26644,1758,4082,579.0
26645,1007,4345,198.0
26646,1596,781,190.0
26647,589,967,687.0
26648,1579,2666,59.0
26649,104,34,506.0
26650,1030,1116,39.0
26651,918,184,114.0
26652,764,384,5855.0
26653,37,10,76.0
26654,1362,39,271.0
26655,1480,3251,361.0
26656,1750,3480,237.0
26657,1110,2221,7246.0
26658,333,402,16.0
26659,1533,3696,376.0
26660,1537,3103,113.0
26661,581,106,131.0
26662,1674,267,312.0
26663,1436,4306,142.0
26664,1712,2798,413.0
26665,683,310,101.0
26666,1736,3352,909.0
26667,1463,3390,86.0
26668,845,2846,265.0
26669,1378,569,352.0
26670,1464,2035,135.0
26671,1101,447,149.0
26672,611,1136,448.0
26673,1449,104,347.0
26674,1672,422,1.0
26675,27,675,134.0
26676,132,280,143.0
26677,78,1470,384.0
26678,617,3366,589.0
26679,1890,546,145.0
26680,1882,32,6.0
26681,1084,393,412.0
26682,1158,449,323.0
26683,145,152,190.0
26684,886,3086,160.0
26685,1056,4375,158.0
26686,899,1776,220.0
26687,573,893,226.0
26688,300,32,774.0
26689,1052,1220,391.0
26690,1333,726,1815.0
26691,115,730,157.0
26692,1450,3016,113.0
26693,1749,242,555.0
26694,1307,2856,402.0
26695,1705,2678,925.0
26696,671,1639,155.0
26697,1148,4338,1.0
26698,1889,324,386.0
26699,1054,2600,1084.0
26700,1011,106,239.0
26701,877,284,133.0
26702,517,2843,4.0
26703,657,187,7.0
26704,1890,2362,220.0
26705,979,656,138.0
26706,1146,310,1378.0
26707,1714,584,7420.0
26708,367,454,514.0
26709,29,322,36.0
26710,1874,967,259.0
26711,1559,2245,657.0
26712,1405,976,290.0
26713,1637,1977,160.0
26714,660,3145,11.0
26715,690,531,589.0
26716,1512,3398,121.0
26717,1859,967,12.0
26718,672,3272,211.0
26719,959,1895,73.0
26720,1061,3397,2188.0
26721,1660,782,4.0
26722,1135,385,295.0
26723,1554,3035,151.0
26724,453,1460,121.0
26725,585,2966,431.0
26726,1508,1874,83.0
26727,758,341,7.0
26728,518,193,144.0
26729,73,1408,643.0
26730,484,2854,2287.0
26731,163,2072,659.0
26732,1682,3885,178.0
26733,1387,3091,479.0
26734,1819,169,2239.0
26735,864,1303,791.0
26736,110,719,24.0
26737,84,1553,56.0
26738,1823,1786,517.0
26739,1305,611,70.0
26740,71,486,110.0
26741,1571,902,361.0
26742,1597,1610,980.0
26743,881,3669,208.0
26744,1593,4184,203.0
26745,446,2849,199.0
26746,927,1229,1075.0
26747,64,1241,2190.0
26748,1713,349,429.0
26749,926,1780,5.0
26750,1307,1262,1878.0
26751,630,804,294.0
26752,992,99,765.0
26753,1708,3865,171.0
26754,1712,2447,352.0
26755,211,539,153.0
26756,491,293,1218.0
26757,205,1804,43.0
26758,1363,545,609.0
26759,536,162,58.0
26760,1869,486,2776.0
26761,8,213,558.0
26762,461,129,504.0
26763,1300,431,1539.0
26764,1831,1648,1474.0
26765,521,2197,288.0
26766,483,1243,145.0
26767,39,593,1453.0
26768,1775,4297,4081.0
26769,492,338,72.0
26770,157,1589,352.0
26771,133,633,906.0
26772,1599,338,33.0
26773,1508,301,109.0
26774,1453,270,56.0
26775,1833,330,607.0
26776,814,894,336.0
26777,1335,314,17809.0
26778,1429,441,92.0
26779,1532,897,41.0
26780,728,3452,662.0
26781,1762,1291,29.0
26782,828,2123,419.0
26783,990,4330,606.0
26784,1162,187,80.0
26785,538,927,89.0
26786,11,298,7867.0
26787,360,219,653.0
26788,1067,461,138.0
26789,1404,1842,166.0
26790,1578,636,1216.0
26791,1150,2431,199.0
26792,1006,4040,114.0
26793,328,1469,422.0
26794,1701,2038,738.0
26795,34,505,1089.0
26796,293,1780,99.0
26797,1851,2990,455.0
26798,446,2842,166.0
26799,623,1426,1303.0
26800,279,2439,682.0
26801,901,1225,203.0
26802,643,490,734.0
26803,217,172,5248.0
26804,663,3971,52.0
26805,401,1635,1050.0
26806,895,2743,1186.0
26807,896,309,286.0
26808,1093,3941,149.0
26809,789,2421,483.0
26810,825,3280,352.0
26811,1403,859,487.0
26812,1084,1114,156.0
26813,450,648,205.0
26814,1579,464,94.0
26815,1614,3220,1133.0
26816,256,2850,332.0
26817,701,338,89.0
26818,1303,258,239.0
26819,1000,309,11224.0
26820,1455,1946,652.0
26821,244,2797,58.0
26822,816,1723,1165.0
26823,1566,339,740.0
26824,837,4185,174.0
26825,288,2954,70.0
26826,1510,118,114.0
26827,1407,1209,416.0
26828,790,1273,205.0
26829,560,2970,423.0
26830,266,897,5.0
26831,980,2281,153.0
26832,1328,1523,60.0
26833,1289,3509,407.0
26834,811,741,276.0
26835,409,3144,197.0
26836,1110,2530,6450.0
26837,1514,798,550.0
26838,649,349,157.0
26839,474,853,93.0
26840,1239,1222,178.0
26841,1107,23,25.0
26842,1576,4029,36.0
26843,1215,1702,1109.0
26844,1693,953,149.0
26845,1641,2067,299.0
26846,419,727,128.0
26847,157,1588,792.0
26848,1253,1386,318.0
26849,1592,174,78.0
26850,621,2609,611.0
26851,96,1688,115.0
26852,819,2167,181.0
26853,351,3242,71.0
26854,1022,4189,15.0
26855,581,441,365.0
26856,160,2255,384.0
26857,1634,433,400.0
26858,1083,421,578.0
26859,263,1188,166.0
26860,1874,422,281.0
26861,606,3268,43.0
26862,1246,2972,61.0
26863,532,977,81.0
26864,1198,996,152.0
26865,1010,859,26.0
26866,499,1902,52.0
26867,1109,1585,451.0
26868,1523,951,95.0
26869,1309,682,305.0
26870,209,377,56.0
26871,1633,105,342.0
26872,982,344,170.0
26873,628,246,449.0
26874,898,396,305.0
26875,114,299,684.0
26876,872,1772,107.0
26877,865,2343,696.0
26878,1307,229,732.0
26879,871,3637,832.0
26880,258,1255,21.0
26881,1235,4299,54.0
26882,1125,185,393.0
26883,726,926,567.0
26884,1198,2227,66.0
26885,881,4235,74.0
26886,208,734,1407.0
26887,579,3471,214.0
26888,200,695,102.0
26889,1649,2012,48.0
26890,1755,505,98.0
26891,1046,192,238.0
26892,278,1493,652.0
26893,1871,1898,91.0
26894,111,1844,1.0
26895,1763,2823,380.0
26896,1863,778,98.0
26897,218,2643,421.0
26898,1276,417,84.0
26899,1441,825,500.0
26900,449,275,253.0
26901,1634,325,220.0
26902,208,2596,977.0
26903,1311,2090,885.0
26904,1123,897,394.0
26905,1508,1948,54.0
26906,281,1722,511.0
26907,1692,690,292.0
26908,82,1534,140.0
26909,477,2343,10.0
26910,1768,1674,271.0
26911,39,890,451.0
26912,1501,143,317.0
26913,1615,66,204.0
26914,507,410,175.0
26915,853,745,714.0
26916,1606,68,351.0
26917,449,296,1397.0
26918,1761,1890,46.0
26919,650,1737,475.0
26920,1159,454,1194.0
26921,464,182,57.0
26922,909,394,147.0
26923,1863,2,83.0
26924,671,39,704.0
26925,1169,253,260.0
26926,13,353,656.0
26927,1038,673,241.0
26928,1110,231,696.0
26929,1085,2176,1070.0
26930,400,2436,323.0
26931,251,173,221.0
26932,951,438,294.0
26933,603,891,44.0
26934,945,137,445.0
26935,1047,272,44119.0
26936,1864,522,143.0
26937,1678,1225,508.0
26938,509,3656,195.0
26939,914,513,689.0
26940,615,2296,1871.0
26941,185,1323,806.0
26942,414,3435,301.0
26943,783,1281,1155.0
26944,1022,4335,13.0
26945,199,1087,135.0
26946,305,953,146.0
26947,1579,2326,38.0
26948,1528,1646,403.0
26949,533,2839,903.0
26950,355,2722,894.0
26951,673,106,62.0
26952,1376,1935,362.0
26953,589,956,451.0
26954,344,3161,19.0
26955,1884,2871,13.0
26956,923,441,47.0
26957,1609,723,356.0
26958,1085,724,1702.0
26959,772,826,86.0
26960,375,1875,182.0
26961,423,118,180.0
26962,198,168,79.0
26963,1599,704,103.0
26964,1406,208,498.0
26965,570,1002,9.0
26966,117,416,74.0
26967,61,1187,97.0
26968,975,1659,15.0
26969,902,1846,58.0
26970,245,1694,345.0
26971,349,2527,1024.0
26972,407,1670,1015.0
26973,1103,659,54.0
26974,1465,809,786.0
26975,1482,358,428.0
26976,1,60,1594.0
26977,880,162,1698.0
26978,338,1863,431.0
26979,1863,447,208.0
26980,1272,254,530.0
26981,645,1926,872.0
26982,1064,3701,295.0
26983,1113,1490,872.0
26984,1683,2387,364.0
26985,1420,441,282.0
26986,555,98,27.0
26987,1036,126,202.0
26988,46,147,9.0
26989,1208,953,832.0
26990,242,175,9.0
26991,324,1065,30.0
26992,401,636,1573.0
26993,1411,310,64.0
26994,1852,1645,56.0
26995,1666,1490,159.0
26996,362,1057,2871.0
26997,1151,3821,409.0
26998,376,611,944.0
26999,804,431,101.0
27000,841,953,171.0
27001,1380,1220,92.0
27002,241,857,286.0
27003,855,2435,746.0
27004,1054,2429,740.0
27005,1268,3084,197.0
27006,294,2609,339.0
27007,623,2693,993.0
27008,1148,493,1.0
27009,1384,337,508.0
27010,804,96,92.0
27011,1221,187,95.0
27012,880,3348,294.0
27013,1514,1238,624.0
27014,736,696,29.0
27015,1471,448,339.0
27016,1101,800,118.0
27017,878,4232,215.0
27018,1650,1994,213.0
27019,1301,1941,849.0
27020,509,1569,810.0
27021,1287,827,439.0
27022,624,187,80.0
27023,63,279,104.0
27024,494,3247,313.0
27025,919,1585,222.0
27026,279,2972,974.0
27027,764,2722,2693.0
27028,668,876,551.0
27029,1534,688,126.0
27030,1701,4437,1115.0
27031,1809,824,1739.0
27032,652,670,229.0
27033,1333,461,2431.0
27034,1631,718,298.0
27035,594,927,86.0
27036,1063,43,10.0
27037,253,277,67.0
27038,1681,897,441.0
27039,180,1759,384.0
27040,1509,2894,291.0
27041,1858,1876,132.0
27042,1215,2489,302.0
27043,1464,2312,195.0
27044,95,1337,47.0
27045,1254,91,700.0
27046,73,1389,4464.0
27047,1443,2308,1142.0
27048,659,101,154.0
27049,811,1629,281.0
27050,1146,2343,351.0
27051,26,671,7.0
27052,711,702,194.0
27053,1639,935,315.0
27054,691,758,116.0
27055,422,1350,80.0
27056,160,1155,200.0
27057,926,45,2.0
27058,250,907,101.0
27059,720,2887,21.0
27060,1427,494,234.0
27061,939,1110,195.0
27062,671,1735,221.0
27063,1510,554,221.0
27064,1025,177,48.0
27065,411,162,1226.0
27066,1078,2038,330.0
27067,767,3188,67.0
27068,365,418,199.0
27069,655,189,792.0
27070,127,1975,87.0
27071,1437,1994,1375.0
27072,293,24,424.0
27073,505,660,1572.0
27074,146,437,102.0
27075,143,386,227.0
27076,1738,3287,104.0
27077,1219,513,2163.0
27078,140,179,659.0
27079,1793,719,21.0
27080,1549,1938,718.0
27081,515,894,823.0
27082,322,1521,95.0
27083,796,2521,1251.0
27084,834,554,173.0
27085,1437,4442,217.0
27086,518,3672,75.0
27087,874,593,335.0
27088,1851,313,1352.0
27089,597,362,550.0
27090,635,1889,171.0
27091,668,601,440.0
27092,1162,964,281.0
27093,310,420,601.0
27094,342,1026,460.0
27095,1688,2957,1.0
27096,31,752,209.0
27097,1110,685,138.0
27098,923,202,64.0
27099,1253,1929,368.0
27100,539,2701,73.0
27101,995,2640,5257.0
27102,81,1526,76.0
27103,1769,169,388.0
27104,18,461,268.0
27105,556,898,949.0
27106,577,2457,261.0
27107,1558,673,95.0
27108,705,546,17.0
27109,1487,583,328.0
27110,61,879,79.0
27111,453,371,127.0
27112,326,299,317.0
27113,452,828,51.0
27114,814,837,448.0
27115,1004,4343,585.0
27116,1396,3080,144.0
27117,689,324,426.0
27118,1001,688,998.0
27119,14,389,302.0
27120,1777,272,971.0
27121,1205,194,335.0
27122,129,403,272.0
27123,164,432,310.0
27124,1056,1063,1293.0
27125,776,1780,128.0
27126,1268,1527,667.0
27127,1874,723,454.0
27128,1186,493,200.0
27129,1739,696,711.0
27130,1225,2397,138.0
27131,1141,1649,250.0
27132,280,2980,1097.0
27133,115,1883,189.0
27134,902,92,115.0
27135,399,1114,463.0
27136,1343,340,177.0
27137,36,349,26.0
27138,1219,293,808.0
27139,453,80,148.0
27140,1064,3653,355.0
27141,356,1352,79.0
27142,574,296,182.0
27143,258,647,55.0
27144,409,168,174.0
27145,816,917,90.0
27146,346,338,2169.0
27147,1031,2503,95.0
27148,1219,4089,118.0
27149,85,1563,8.0
27150,1256,1871,237.0
27151,1348,1743,430.0
27152,86,203,368.0
27153,1061,1574,1467.0
27154,1027,2645,36.0
27155,307,265,215.0
27156,87,1602,90.0
27157,1697,541,310.0
27158,32,769,201.0
27159,647,216,303.0
27160,995,1957,118.0
27161,1180,282,57.0
27162,226,2623,396.0
27163,1259,718,421.0
27164,1280,1152,297.0
27165,1729,703,14.0
27166,1018,3530,157.0
27167,1353,431,247.0
27168,1389,3918,33.0
27169,296,1353,223.0
27170,448,2583,190.0
27171,120,1762,74.0
27172,112,1856,236.0
27173,1730,1899,2.0
27174,713,349,190.0
27175,1020,3588,238.0
27176,54,1084,403.0
27177,1771,1343,183.0
27178,1365,930,601.0
27179,1352,990,8.0
27180,898,730,305.0
27181,1740,1692,167.0
27182,1778,3032,200.0
27183,657,1472,38.0
27184,855,1759,387.0
27185,1836,1749,108.0
27186,18,464,242.0
27187,73,1405,754.0
27188,629,313,69.0
27189,31,621,759.0
27190,129,496,198.0
27191,909,1220,227.0
27192,926,1255,3.0
27193,1381,961,169.0
27194,1016,592,4205.0
27195,425,847,4322.0
27196,674,3559,156.0
27197,1387,1938,585.0
27198,190,51,1056.0
27199,1258,1087,17.0
27200,1041,3718,610.0
27201,953,2304,172.0
27202,1529,682,15.0
27203,1436,505,138.0
27204,951,3223,211.0
27205,1344,998,31.0
27206,1802,94,596.0
27207,955,779,665.0
27208,915,248,106.0
27209,571,217,615.0
27210,1378,1708,432.0
27211,1138,1629,178.0
27212,1737,298,4918.0
27213,668,3709,192.0
27214,1640,416,242.0
27215,643,88,320.0
27216,1844,1604,25.0
27217,1872,2608,215.0
27218,603,1759,21.0
27219,1799,920,165.0
27220,464,688,30.0
27221,1032,830,108.0
27222,1105,2035,117.0
27223,1139,4226,193.0
27224,777,1049,234.0
27225,1137,3870,875.0
27226,671,3121,238.0
27227,1660,4295,5.0
27228,941,829,500.0
27229,1093,3560,1000.0
27230,1246,2526,26.0
27231,828,523,531.0
27232,1167,683,1507.0
27233,595,1827,304.0
27234,1450,181,107.0
27235,43,949,222.0
27236,494,3460,423.0
27237,66,72,225.0
27238,1720,39,88.0
27239,419,316,118.0
27240,1831,704,4937.0
27241,1416,3263,803.0
27242,650,719,680.0
27243,1291,848,278.0
27244,1040,2850,129.0
27245,896,988,487.0
27246,74,625,66.0
27247,1185,85,284.0
27248,1546,3602,6859.0
27249,1411,1996,83.0
27250,685,421,134.0
27251,1653,250,1131.0
27252,1850,3859,1336.0
27253,904,673,382.0
27254,303,1813,458.0
27255,1000,3680,2100.0
27256,690,846,135.0
27257,1147,1922,647.0
27258,1489,785,534.0
27259,67,1324,179.0
27260,1027,3133,9.0
27261,998,4146,109.0
27262,1463,699,133.0
27263,829,316,43.0
27264,279,1450,353.0
27265,1575,43,610.0
27266,735,203,327.0
27267,1839,438,843.0
27268,814,1010,243.0
27269,509,1669,191.0
27270,1002,877,326.0
27271,38,27,404.0
27272,3,103,221.0
27273,333,1624,6.0
27274,597,357,254.0
27275,1723,1343,5630.0
27276,155,298,34180.0
27277,894,757,331.0
27278,1018,2905,233.0
27279,839,1451,114.0
27280,175,2366,355.0
27281,938,611,4854.0
27282,1174,106,95.0
27283,401,59,1077.0
27284,1767,1057,2330.0
27285,1694,3109,212.0
27286,1543,762,188.0
27287,269,2922,462.0
27288,1159,1922,538.0
27289,1335,334,566.0
27290,1353,3379,167.0
27291,1192,297,119.0
27292,1408,319,24.0
27293,1603,1003,635.0
27294,1246,1411,12.0
27295,1157,726,1035.0
27296,1559,2833,326.0
27297,921,1062,621.0
27298,357,588,864.0
27299,915,1391,148.0
27300,1480,1521,631.0
27301,582,259,309.0
27302,197,9,42.0
27303,65,134,63.0
27304,190,2461,71.0
27305,292,2856,397.0
27306,921,4279,1086.0
27307,1849,990,1.0
27308,1279,505,636.0
27309,1238,2708,244.0
27310,465,1266,328.0
27311,723,559,271.0
27312,22,88,1412.0
27313,544,2790,6151.0
27314,980,794,228.0
27315,207,1462,173.0
27316,288,3008,72.0
27317,18,467,185.0
27318,800,81,662.0
27319,784,2500,14.0
27320,152,895,258.0
27321,1392,182,296.0
27322,1081,3312,250.0
27323,1597,4217,553.0
27324,856,1448,49.0
27325,1409,66,127.0
27326,1561,3219,85.0
27327,1543,387,1360.0
27328,117,401,28.0
27329,446,1412,158.0
27330,73,1396,1232.0
27331,1323,4028,117.0
27332,400,732,1393.0
27333,1851,892,1047.0
27334,1542,1518,33.0
27335,1413,1895,289.0
27336,671,3577,220.0
27337,645,1630,447.0
27338,1231,1325,512.0
27339,1439,2107,249.0
27340,622,2101,69.0
27341,1538,308,1825.0
27342,918,582,808.0
27343,1816,2264,870.0
27344,1192,2649,518.0
27345,908,387,447.0
27346,500,2766,153.0
27347,1497,3314,219.0
27348,455,152,56.0
27349,192,2474,65.0
27350,318,960,362.0
27351,537,205,195.0
27352,574,588,380.0
27353,1457,142,35.0
27354,1410,343,20.0
27355,495,1150,22.0
27356,910,4266,44.0
27357,875,322,987.0
27358,940,2013,183.0
27359,743,647,65.0
27360,1607,2666,31.0
27361,257,2861,145.0
27362,1139,192,76.0
27363,1485,2466,27.0
27364,672,3243,53.0
27365,1842,2478,579.0
27366,855,2305,490.0
27367,1367,191,91.0
27368,514,68,81.0
27369,375,685,93.0
27370,1074,1220,272.0
27371,1038,1649,28.0
27372,646,128,252.0
27373,612,1273,521.0
27374,1646,1194,15.0
27375,1309,334,112.0
27376,376,1523,3164.0
27377,638,1098,546.0
27378,1848,49,15.0
27379,1315,645,496.0
27380,1235,1836,72.0
27381,1574,2512,198.0
27382,36,205,42.0
27383,975,1600,16.0
27384,83,1543,646.0
27385,430,466,142.0
27386,251,583,207.0
27387,1790,1314,267.0
27388,11,325,1001.0
27389,182,1762,26.0
27390,158,370,4141.0
27391,1538,1222,4479.0
27392,402,416,309.0
27393,145,637,50.0
27394,886,102,120.0
27395,406,380,11.0
27396,341,2094,272.0
27397,704,2982,310.0
27398,1778,2067,238.0
27399,1178,1144,424.0
27400,1043,259,362.0
27401,1789,1520,380.0
27402,1884,3111,101.0
27403,687,931,200.0
27404,383,231,25.0
27405,823,2433,144.0
27406,1747,1148,416.0
27407,1818,925,637.0
27408,526,1579,519.0
27409,1875,2041,770.0
27410,1128,2580,2503.0
27411,1306,242,534.0
27412,1661,938,230.0
27413,1617,351,507.0
27414,1861,1814,18.0
27415,1147,1065,615.0
27416,1811,1386,198.0
27417,800,1770,450.0
27418,1426,1803,433.0
27419,126,335,248.0
27420,599,2369,356.0
27421,582,3827,107.0
